userName,score,at,content
Masfufah Nur Aulia,4,2024-07-08 05:14:59,"maaf saya lebih suka telegram yang dulu sebelum di update, emang sih makin banyak fitur nya. Tapi minus nya ketika saya download video entah itu durasi nya panjang ataupun pendek lalu ketika selesai dan saya ingin nonton video nya malah tidak bisa diputar. Jika video itu durasi pendek saya masih bisa toleransi, tetapi ketika durasi panjang dan saya sudah menunggu lama ditambah dengan habis nya kuota saya angkat tangan."
Anchi,2,2024-07-01 05:19:13,"Sejauh ini memang sudah bagus, hanya saja tolong tingkatkan keamanan privasi pengguna, saya merasa tidak aman dan sedikit terganggu nomor kontak saya tersebar akibat fitur ""pengguna sekitar"" Setidaknya jika ingin mendapatkan nomor kontak ""pengguna sekitar"" harus ada pemberitahuan dan izin dari pemilik kontak, Bahwa ada kontak yang sedang ingin terhubung. 🙏🙏"
Icee Bear,5,2024-06-29 00:35:22,"Sangat bermanfaat untuk mengirim file dalam ukuran besar. Penyimpanan awan sangat membantu, jadi file yg telah dihapus dapat tetap diunduh. Modelnya kayak Drive. Buat yang ngeluh banyak masalah, lemot, gak bisa login, biasanya chace aplikasi terlalu besar. Rajin-rajin bersihin chace biar gak lemot. Apalagi kalo pake penyimpanan internal. Intinya udah bagus banget sih ini."
Alika khaeru,3,2024-06-27 15:03:24,"Telegram nya ada bug kaya suka madet madet/ngelag, saya mau mencet fitur-fiturnya kadang kek macet/susah dipencet kenapa ya padahal tidak ada yang bermasalah dengan sinyal saya dan telegam saya juga sudah diupdate. Tolong diperbaiki bug nya"
Babang Lumer,5,2024-06-24 07:03:25,"Sangat bagus,, tetapi developer harus memiliki bug saat vidio dalam moda windows selalu gak fungsi windowsnya dan hanya ada warna merah di windows dan vidio terlarang oleh windows yang terkena bug, dan satu saluran grup film animasi, drama, action. Agar user tidak pusing nyari grup buat nonton"
Bunga Keyla,1,2024-06-23 11:32:10,"Tidak bisa log-in, padahal akun tsb berisi data dan nomor"" orang"" yg sangat penting. Tidak adanya pesan sms kode verifikasi yg masuk, padahal nomor masih aktif!! Tolonglah segera diperbaiki secepatnya. Seharusnya seperti dulu saja, verifikasi dikirim menggunakan pesan Sms saja tanpa surel. Mau sampai kapan seperti ini? Error nya ga ngotak"
Feri Alt,1,2024-06-18 05:28:16,"Tolong perbaiki lah ini kenapa gak bisa login selalu aja muncul tulisan ""an internal eror accurred"" sama ""unable to send SMS"" busuk banget asli ini udah 1 bulan lebih bolak balik dicoba tetep aja gak bisa, udah komplain di X juga gak dibales gajelas banget please lah"
Sulfa Ktp,3,2024-06-16 13:36:01,"not bat,but not good Karana di hp saya kalau lagi dengerin Spotify habis itu masuk telegram pasti lagu nya selalu mati. dan juga, tele ini sering sekali lag,padahal sudah di updet,tapi makin menjadi jadi nge lag nya"
Gerhana bulan Bulan,1,2024-06-16 01:46:32,"ga bisa login padahal nomor WHATSAPP sudah benar, sudah melakukan ini berkali-kali tapi tetap tidak bisa, mungkin ini bug terhadap apk telegram bukan hp, karna nomor wa saya masih Terdaftar dan memori hp saya masih ada ruang untuk penyimpanan, tolong di perbaiki min."
ALL CHANNEL PRO,1,2024-06-15 04:55:22,"LEBIH PANTAS SAYA BERIKAN BINTANG SATU, Karena Kalo benar telegram penyedia yang sama seperti WA/WECHAT DLL seharusnya di mudahkan tapi baru aja mau coba daftar masuk tiba-tiba sudah di blokir Mungkin telegram tidak berniat untuk APK ini di tahu banyak orang, hanya kalangan tertentu dan berduait saja yang bisa makai"
Mas Moen,1,2024-06-07 13:50:51,"Gak bisa masuk padahal udh masukin nomor hp yg bener, 🤦‍♂️ selalu keluar pesan ini klo mau masuk Telegram : ""Unable to send SMS. Please try again later"". Mungkin ini bug yg ada pada aplikasi Telegram pada hp LG, tolong diperbaiki dong min...🙏"
